"email","city","state"
"clevandira.duarte381438@gmail.com","CONTAGEM","MG"
"neilon.duarte867692@gmail.com","VESPASIANO","MG"
"izabelina.lauricio990010@gmail.com","BOCAIÚVA","MG"
"nilmara.duarte329486@gmail.com","TIJUCAS","SC"
"irion.eliziana400864@gmail.com","GRAVATAÍ","RS"
"ermilinda.rafani525602@gmail.com","MONTES CLAROS","MG"
"dalel.udenilton490178@gmail.com","CONGONHAS","MG"
"suzan.geliza443304@gmail.com","BLUMENAU","SC"
"lauralice.argulino779882@gmail.com","BLUMENAU","SC"
"neida.lauricio710836@gmail.com","VACARIA","RS"
"adirton.areci045668@gmail.com","SABARÁ","MG"
"izabethe.francilu678822@gmail.com","BLUMENAU","SC"
"alaiso.geliza886714@gmail.com","PIUMHI","MG"
"nilsan.lauricio645344@gmail.com","BELO HORIZONTE","MG"
"laydson.francilu653366@gmail.com","COLOMBO","PR"
"irislaine.lauricio671158@gmail.com","BELO HORIZONTE","MG"
"cleusina.valdoni228448@gmail.com","GRAVATAÍ","RS"
"simione.genai252830@gmail.com","BLUMENAU","SC"
"kevyla.lauricio570414@gmail.com","PINDOBAÇU","BA"
"ervio.luigia881676@gmail.com","FRAIBURGO","SC"
"kleide.duarte349690@gmail.com","BUTIÁ","RS"
"daleti.lauricio842040@gmail.com","RIBEIRÃO DAS NEVES","MG"
"islaila.udilma522148@gmail.com","CONTAGEM","MG"
"nobuhiro.areci080690@gmail.com","MARICÁ","RJ"
"keydson.lauricio348554@gmail.com","BOM JESUS","RS"
"euzana.duarte043972@gmail.com","VILA VALÉRIO","ES"
"alaim.areci925914@gmail.com","RIO DE JANEIRO","RJ"
"jaciva.duarte933442@gmail.com","RIO DAS OSTRAS","RJ"
"ermerinda.ursina404760@gmail.com","RIO DE JANEIRO","RJ"
"cleusalina.francilu257316@gmail.com","BRUSQUE","SC"
"simauro.duarte814428@gmail.com","RIO DE JANEIRO","RJ"
"neito.duarte110320@gmail.com","PONTA GROSSA","PR"
"neides.lidivan006348@gmail.com","POSSE","GO"
"kevilen.lauricio754452@gmail.com","MATEUS LEME","MG"
"laudiseia.estalin407062@gmail.com","BELO HORIZONTE","MG"
"kleide.duarte180068@gmail.com","LAGES","SC"
"ermi.nabor996818@gmail.com","CAMPESTRE","MG"
"albetania.ulio233286@gmail.com","BELFORD ROXO","RJ"
"clevandira.duarte362142@gmail.com","POÇOS DE CALDAS","MG"
"albair.clerisvalda911664@gmail.com","AGRONOMICA","SC"
"adjanira.duarte740738@gmail.com","RIBEIRÃO DAS NEVES","MG"
"sinderlandia.adarlan968846@gmail.com","LAGES","SC"
"izon.sharom577300@gmail.com","CRICIÚMA","SC"
"neirilane.francilu153482@gmail.com","SÃO GONÇALO DO RIO ABAIXO","MG"
"ivonara.jussario565868@gmail.com","ALFENAS","MG"
"clezio.eliziana783738@gmail.com","FLORIANÓPOLIS","SC"
"neida.edinomar860934@gmail.com","BELO VALE","MG"
"isailda.dinizia094734@gmail.com","TOROPI","RS"
"juvenario.lauricio436360@gmail.com","NOVA FRIBURGO","RJ"
"viviene.duarte163218@gmail.com","ANCHIETA","ES"
"reiane.vademir002670@gmail.com","BLUMENAU","SC"
"ermerinda.hanrry518218@gmail.com","RIBEIRÃO DAS NEVES","MG"
"jenauro.lauricio498794@gmail.com","ALVORADA","RS"
"simiramis.francilu927492@gmail.com","SÃO JOÃO DE MERITI","RJ"
"alarico.francilu738482@gmail.com","SANTA CECÍLIA","SC"
"klenilton.argenildo912018@gmail.com","POÇOS DE CALDAS","MG"
"nilsirene.luzamira988822@gmail.com","SÃO GONÇALO","RJ"
"adjalmir.shenia160540@gmail.com","SÃO CRISTÓVÃO DO SUL","SC"
"evanjivaldo.jesina337100@gmail.com","NOVA OLINDA","PB"
"nobuhiro.genai100596@gmail.com","LAGES","SC"
"kevilen.luzidete240166@gmail.com","BELO HORIZONTE","MG"
"lawanda.naaman363416@gmail.com","FREI LAGONEGRO","MG"
"sirlano.edirlania713676@gmail.com","SALINAS","MG"
"albair.dinora575742@gmail.com","PAPANDUVA","SC"
"cleytiane.lauricio079298@gmail.com","LAMBARI","MG"
"viviene.duarte839892@gmail.com","GOVERNADOR VALADARES","MG"
"adarico.genai955390@gmail.com","BLUMENAU","SC"
"clobson.lielson638766@gmail.com","PORTO SEGURO","BA"
"jusselina.areci632740@gmail.com","RIBEIRÃO DAS NEVES","MG"
"haloisio.ivna899376@gmail.com","PASSOS","MG"
"nilvanir.cleubiana572978@gmail.com","ARARUAMA","RJ"
"aulerino.lauricio523852@gmail.com","PAINS","MG"
"regielle.duarte720068@gmail.com","GOIÂNIA","GO"
"luzima.rosiberto101720@gmail.com","INDAIAL","SC"
"izon.marthus177410@gmail.com","RIO DE JANEIRO","RJ"
"jenauro.hanrry823938@gmail.com","BLUMENAU","SC"
"mylene.urbana400900@gmail.com","FRAIBURGO","SC"
"aurenizia.genai644270@gmail.com","CONTAGEM","MG"
"estevita.liedison262736@gmail.com","CURITIBA","PR"
"luzina.urbana494522@gmail.com","CACHOEIRINHA","RS"
"jelaine.livingstone453376@gmail.com","BELO HORIZONTE","MG"
"adones.adeildo137252@gmail.com","PIUMHI","MG"
"ermi.ivenilson474780@gmail.com","SANTA CECÍLIA","SC"
"nabucodonosor.duarte463452@gmail.com","MONTES CLAROS","MG"
"ermison.clessio722240@gmail.com","BELO HORIZONTE","MG"
"jaciva.duarte022108@gmail.com","BIGUAÇU","SC"
"juvaldi.adeangela058320@gmail.com","RIO NEGRO","PR"
"hannya.livingstone414190@gmail.com","VIAMÃO","RS"
"lauriano.nayonara525726@gmail.com","CAÇADOR","SC"
"edirleide.jussario490198@gmail.com","ILHOTA","SC"
"izaildo.duarte718036@gmail.com","SÃO JOAQUIM","SC"
"aurenizia.hanrry449612@gmail.com","JABOTICATUBAS","MG"
"erna.lauricio497686@gmail.com","MONTE AZUL","MG"
"kirla.estefanio755606@gmail.com","NOVA FRIBURGO","RJ"
"laurecy.hanrry781160@gmail.com","TRÊS CORAÇÕES","MG"
"estefesson.francilu323774@gmail.com","NOVA LIMA","MG"
"clesy.urbana679690@gmail.com","SÃO JOSÉ","SC"
"sheilane.genai896066@gmail.com","CAMPO BELO","MG"
"justiane.gedinalva449370@gmail.com","BLUMENAU","SC"
"handeson.nabeli789458@gmail.com","BLUMENAU","SC"
"reginane.lauricio325178@gmail.com","SANTO ANTÔNIO DA PATRULHA","RS"
"euzer.niles958638@gmail.com","ALVORADA","RS"
"luzinira.adcelia942346@gmail.com","CORNÉLIO PROCÓPIO","PR"
"jelmir.luzamira530684@gmail.com","SANTA CECÍLIA","SC"
"ivie.shaynne320790@gmail.com","SÃO BENTO DO SUL","SC"
"slvania.duarte512808@gmail.com","GOIÂNIA","GO"
"nabiane.jussinara016666@gmail.com","SÃO MATEUS DO SUL","PR"
"hanin.duarte343882@gmail.com","PONTA GROSSA","PR"
"edisangela.edionor444326@gmail.com","TRÊS PASSOS","RS"
"reginilton.areci591906@gmail.com","ITAJAÍ","SC"
"luzivanio.genai835872@gmail.com","LUÍS EDUARDO MAGALHÃES","BA"
"jemenson.lauricio184248@gmail.com","SARZEDO","MG"
"daltina.luzidete678412@gmail.com","SÃO JOSÉ DOS PINHAIS","PR"
"aurenizia.adeangela532844@gmail.com","SÃO JOÃO DEL REI","MG"
"kleide.ivna984330@gmail.com","ITAGUAÍ","RJ"
"irleane.duarte020502@gmail.com","MANGA","MG"
"nilzeli.lauricio685642@gmail.com","BETIM","MG"
"clobson.lauricio938362@gmail.com","SANTA VITÓRIA DO PALMAR","RS"
"nilmara.jutair815468@gmail.com","ALVORADA","RS"
"jeneilson.duarte434642@gmail.com","RIBEIRÃO DAS NEVES","MG"
"aurenizia.sharom297548@gmail.com","FLORIANÓPOLIS","SC"
"izaela.shayeni550060@gmail.com","GRAVATAÍ","RS"
"albenisia.sharom044292@gmail.com","ANTONINA","PR"
"izaela.lauricio195730@gmail.com","GUAXUPÉ","MG"
"tabatta.edioneide349786@gmail.com","MASSARANDUBA","SC"
"irivan.antonhy849010@gmail.com","IGREJINHA","RS"
"adneusa.francilu699738@gmail.com","GASPAR","SC"
"kiliane.deusomar345646@gmail.com","PAPANDUVA","SC"
"adejailma.eliziana659962@gmail.com","CUIABÁ","MT"
"simonea.estalin717282@gmail.com","CASCAVEL","PR"
"nilvanir.duarte680892@gmail.com","VALENÇA","RJ"
"sylvania.geliza933300@gmail.com","RIO DE JANEIRO","RJ"
"clevandira.duarte489102@gmail.com","PIÊN","PR"
"evaldson.francilu223794@gmail.com","LAGES","SC"
"irto.leonia668500@gmail.com","MESQUITA","RJ"
"kicila.lauricio179608@gmail.com","LONDRINA","PR"
"damares.sharom967032@gmail.com","ELDORADO DO SUL","RS"
"harlete.flausio364414@gmail.com","CARAÁ","RS"
"jeneilson.luzidete314100@gmail.com","BELO HORIZONTE","MG"
"adjaildo.lauricio657006@gmail.com","SANTA CECÍLIA","SC"
"sinair.geliza074614@gmail.com","UBERABA","MG"
"neima.gedersom538714@gmail.com","PONTA GROSSA","PR"
"lys.genai238662@gmail.com","LAGES","SC"
"ivonides.duarte614114@gmail.com","APARECIDA DO TABOADO","MS"
"clevandira.udison721800@gmail.com","CIANORTE","PR"
"vlauber.fleber504310@gmail.com","SANTA CECÍLIA","SC"
"reili.dioraci316912@gmail.com","VOLTA REDONDA","RJ"
"cleudon.antonnio873670@gmail.com","NOVO HAMBURGO","RS"
"ivonilza.valentino013712@gmail.com","BLUMENAU","SC"
"esterlania.genai172564@gmail.com","CUIABÁ","MT"
"eutimio.genai976944@gmail.com","NOVA SANTA RITA","RS"
"susiana.jussario996506@gmail.com","RIO NEGRINHO","SC"
"netor.luisy279916@gmail.com","RIBEIRÃO DAS NEVES","MG"
"keuvia.francilu294198@gmail.com","LAGES","SC"
"chrystiane.leilton489434@gmail.com","TRÊS CORAÇÕES","MG"
"isailda.uelbe705210@gmail.com","SANTA CECÍLIA","SC"
"rubeneide.jerulino212992@gmail.com","LINHARES","ES"
"josenilton.duarte829554@gmail.com","SANTA CECÍLIA","SC"
"evelene.florene705824@gmail.com","GRAVATAÍ","RS"
"tafarel.areci787326@gmail.com","BETIM","MG"
"kleide.areci022108@gmail.com","BIGUAÇU","SC"
"esa.duarte240012@gmail.com","POÇOS DE CALDAS","MG"
"elizom.lielson569812@gmail.com","RIBEIRÃO DAS NEVES","MG"
"siron.duarte624916@gmail.com","BRUMADINHO","MG"
"kissla.parmenio020792@gmail.com","SÃO LUIZ GONZAGA","RS"
"evelandia.anayza198106@gmail.com","CUIABÁ","MT"
"damasio.duarte816936@gmail.com","TRÊS BARRAS","SC"
"adejailma.argulino554548@gmail.com","SIDROLÂNDIA","MS"
"dalmar.lauricio535726@gmail.com","CASCALHO RICO","MG"
"niles.duarte111950@gmail.com","LAGES","SC"
"evandro.djalda308976@gmail.com","BLUMENAU","SC"
"lautaro.valtiere067572@gmail.com","VACARIA","RS"
"kislei.estener554514@gmail.com","GASPAR","SC"
"damilly.duarte852826@gmail.com","PORTO AMAZONAS","PR"
"francirene.geliza668110@gmail.com","LAGOA VERMELHA","RS"
"deilon.luzelia174440@gmail.com","BLUMENAU","SC"
"aldeice.jeselene994102@gmail.com","SÃO JOSÉ","SC"
"taluan.duarte759600@gmail.com","TRAMANDAÍ","RS"
"nilcivane.areci742462@gmail.com","SÃO LEOPOLDO","RS"
"ielma.francilu387406@gmail.com","BELO HORIZONTE","MG"
"kirla.flodoaldo562712@gmail.com","COLOMBO","PR"
"elizeu.orma776318@gmail.com","VIDEIRA","SC"
"simiramis.ancelia118682@gmail.com","CANELA","RS"
"rosenilva.deusenita061426@gmail.com","ESMERALDAS","MG"
"gilceli.jenifer347968@gmail.com","BELO HORIZONTE","MG"
"deilton.genai831842@gmail.com","IBIRITÉ","MG"
"laudiseia.eliziana083098@gmail.com","BOM JARDIM DE MINAS","MG"
"talvina.duarte274860@gmail.com","RIO NEGRINHO","SC"
"suzielem.disleia057032@gmail.com","BALNEÁRIO PIÇARRAS","SC"
"cleviston.jeselene364272@gmail.com","LEBON RÉGIS","SC"
"irion.areci341628@gmail.com","PIRAQUARA","PR"
"juvenil.lurival992538@gmail.com","VIDEIRA","SC"
"lauriano.jerdal997204@gmail.com","CAXIAS DO SUL","RS"
"orma.duarte096640@gmail.com","BETIM","MG"
"kleide.duarte904894@gmail.com","RIO DO CAMPO","SC"
"jailson.ramiele120034@gmail.com","TRÊS COROAS","RS"
"laurisia.janimara814482@gmail.com","NOVA LIMA","MG"
"oana.francilu285640@gmail.com","BELO HORIZONTE","MG"
"fredolino.jesina942738@gmail.com","MONTES CLAROS","MG"
"deonildo.jesina448364@gmail.com","MARINGÁ","PR"
"adones.dhiemeson650866@gmail.com","DUQUE DE CAXIAS","RJ"
"iezo.dherik013314@gmail.com","NOVA LIMA","MG"
"euzer.andaluza608842@gmail.com","CAMPO GRANDE","MS"
"lenisson.urbana214552@gmail.com","BETIM","MG"
"myke.ramiele354864@gmail.com","PORTO ALEGRE","RS"
"denarci.jussilaine920984@gmail.com","NOVO HAMBURGO","RS"
"laydson.lauricio996558@gmail.com","MAGÉ","RJ"
"darfini.lauricio570116@gmail.com","ANÁPOLIS","GO"
"tamile.francilandio615252@gmail.com","BLUMENAU","SC"
"dalyson.deusomar512418@gmail.com","ESMERALDAS","MG"
"sheylla.geliza245156@gmail.com","TANGARÁ DA SERRA","MT"
"normalice.francilu018714@gmail.com","LEBON RÉGIS","SC"
"sylvania.lauricio698826@gmail.com","CURITIBA","PR"
"lauriano.francilu643862@gmail.com","IBIRACI","MG"
"thilda.marthus602920@gmail.com","CARMO DO RIO CLARO","MG"
"iure.duarte525204@gmail.com","ARAUCÁRIA","PR"
"jaiala.lauricio945046@gmail.com","LAGES","SC"
"suyla.jussario016160@gmail.com","CURITIBANOS","SC"
"sino.jussilaine550130@gmail.com","NOVA IGUAÇU","RJ"
"isailton.lauricio479084@gmail.com","LEBON RÉGIS","SC"
"tananda.genai530138@gmail.com","NAVEGANTES","SC"
"nuala.jesina350110@gmail.com","MONTES CLAROS","MG"
"adejailma.duarte996324@gmail.com","LAGES","SC"
"jaelsa.eliziana656912@gmail.com","FRONTEIRA","MG"
"ezidio.lauricio372538@gmail.com","BETIM","MG"
"klenilton.moyra594424@gmail.com","DONA EMMA","SC"
"isterfane.genai578172@gmail.com","BELO HORIZONTE","MG"
"irleane.estener911728@gmail.com","IBIAPINA","CE"
"cleudis.duarte536720@gmail.com","BELO HORIZONTE","MG"
"neidilson.kamylly182628@gmail.com","ITAÚ DE MINAS","MG"
"oriza.duarte293022@gmail.com","JOINVILLE","SC"
"izaildo.deusinaldo007868@gmail.com","CURITIBA","PR"
"darla.argulino826414@gmail.com","SANTA CECÍLIA","SC"
"tanderson.genai513472@gmail.com","SALTO DO LONTRA","PR"
"dalcino.umbelina536784@gmail.com","BELO HORIZONTE","MG"
"kleide.lidivan489290@gmail.com","GRAVATAÍ","RS"
"jutair.uziel414432@gmail.com","IRINEÓPOLIS","SC"
"orvalino.ercina311202@gmail.com","BARRA DO GARÇAS","MT"
"aldona.ednna828830@gmail.com","PORTO ALEGRE","RS"
"tasiana.bertino948280@gmail.com","BLUMENAU","SC"
"alanes.welane312710@gmail.com","VIAMÃO","RS"
"oclesia.roilton979876@gmail.com","MARINGÁ","PR"
"isailton.duarte435510@gmail.com","CURITIBA","PR"
"ivine.francilu011200@gmail.com","SENGÉS","PR"
"leniro.mosarte929564@gmail.com","VIDEIRA","SC"
"sheylla.hermita230382@gmail.com","VENÂNCIO AIRES","RS"
"nelzo.urbana120740@gmail.com","CURITIBA","PR"
"iumara.genai234102@gmail.com","POMPÉU","MG"
"laudiseia.duarte018922@gmail.com","LAGES","SC"
"thylor.mercias860478@gmail.com","RIO DE JANEIRO","RJ"
"orlete.areci578638@gmail.com","SANTA LUZIA","MG"
"kleide.jucilde003574@gmail.com","ASTORGA","PR"
"alcielia.lorrene447170@gmail.com","CAMBORIÚ","SC"
"clobson.duarte464664@gmail.com","CURITIBA","PR"
"alaim.rafani151246@gmail.com","BELO HORIZONTE","MG"
"derley.adcelia851480@gmail.com","BLUMENAU","SC"
"amaia.rogger761236@gmail.com","LAGES","SC"
"lauriano.mozara689498@gmail.com","LEBON RÉGIS","SC"
"toshinori.lauricio680326@gmail.com","BETIM","MG"
"ivine.duarte595966@gmail.com","ITAQUI","RS"
"jamaila.nabeli269426@gmail.com","TRAMANDAÍ","RS"
"felisangela.edinomar142356@gmail.com","BELO HORIZONTE","MG"
"daywison.genai739354@gmail.com","ARAPOTI","PR"
"neidilson.clesiene768550@gmail.com","SANTA HELENA","PR"
"adejailma.luisane067746@gmail.com","CURITIBA","PR"
"ivanelson.genai402700@gmail.com","MONTE CARLO","SC"
"osmaildo.francilu197498@gmail.com","LEBON RÉGIS","SC"
"adivanete.wllington381184@gmail.com","IMBÉ","RS"
"liraldo.rossino839130@gmail.com","BLUMENAU","SC"
"jamilda.lauricio217696@gmail.com","PORTO ALEGRE","RS"
"soenir.duarte266758@gmail.com","MACIEIRA","SC"
"adejailma.mericiana189918@gmail.com","BELO HORIZONTE","MG"
"lindecir.lauricio235574@gmail.com","CONTAGEM","MG"
"cleytiane.jucimeri808766@gmail.com","PINHAIS","PR"
"debara.hagop545482@gmail.com","JARAGUA DO SUL","SC"
"alemiro.antonilsa450892@gmail.com","SÃO JOAQUIM","SC"
"cleuziane.argulino514988@gmail.com","BALNEÁRIO PIÇARRAS","SC"
"francivanda.jesina333442@gmail.com","COLOMBO","PR"
"izabelina.bertonio405238@gmail.com","PELOTAS","RS"
"thiemi.shenia920080@gmail.com","BELO HORIZONTE","MG"
"aldice.herminha095792@gmail.com","UBERABA","MG"
"ivine.duarte002624@gmail.com","VESPASIANO","MG"
"aldener.osvalter147790@gmail.com","TIO HUGO","RS"
"dalzirene.elianr975354@gmail.com","ROLÂNDIA","PR"
"estefesson.shenia404636@gmail.com","ITATIAIUÇU","MG"
"altenizio.duarte071748@gmail.com","RIO VERDE DE MATO GROSSO","MS"
"sino.cassius970050@gmail.com","COLOMBO","PR"
"thiery.dionario959566@gmail.com","VIANA","ES"
"ezo.zeliana480034@gmail.com","IMBITUBA","SC"
"dalyson.duarte364088@gmail.com","LAGES","SC"
"lindecir.eliziana850032@gmail.com","SÃO JOÃO DE MERITI","RJ"
"alanes.duarte560562@gmail.com","RIO DE JANEIRO","RJ"
"iveta.jucikeli282948@gmail.com","ITAÚ DE MINAS","MG"
"lima.johnie752258@gmail.com","PORTO ALEGRE","RS"
"ezilmar.jussilaine761904@gmail.com","CONTENDA","PR"
"aldenildo.eliziana406720@gmail.com","BELO HORIZONTE","MG"
"ivine.duarte209558@gmail.com","LAGES","SC"
"alemiro.raffaele862700@gmail.com","CAÇADOR","SC"
"norrara.antonira748566@gmail.com","BLUMENAU","SC"
"leiri.bernarda924780@gmail.com","BIGUAÇU","SC"
"izaela.eliziana407852@gmail.com","BELO HORIZONTE","MG"
"sirleis.eliziana786350@gmail.com","PORTO ALEGRE","RS"
"alucia.wegner057460@gmail.com","RIO NEGRO","PR"
"orlanei.ulio629338@gmail.com","RODEIO","SC"
"darleth.djaci175306@gmail.com","GUARAPUAVA","PR"
"nurian.monalissa789884@gmail.com","CUIABÁ","MT"
"leivino.genai883308@gmail.com","BETIM","MG"
"adonilde.ednna396528@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"francione.livrada049096@gmail.com","BOTUMIRIM","MG"
"lys.dalmar235942@gmail.com","BETIM","MG"
"nilcinara.deusidete028424@gmail.com","CURITIBA","PR"
"krysna.edison011438@gmail.com","BETIM","MG"
"ieldes.wilta492560@gmail.com","CAÇADOR","SC"
"elizenir.duarte810428@gmail.com","SÃO JOSÉ","SC"
"ivonelia.rosinal044688@gmail.com","BETIM","MG"
"wynny.sharom794604@gmail.com","BETIM","MG"
"jonhn.francilu701180@gmail.com","SAPUCAIA DO SUL","RS"
"frederico.duarte332966@gmail.com","JOÃO MONLEVADE","MG"
"laumar.jerulino991996@gmail.com","RIO DE JANEIRO","RJ"
"jaisson.francielli013916@gmail.com","RIO DAS OSTRAS","RJ"
"adejailma.benisson798518@gmail.com","LAGES","SC"
"damares.washinghton914018@gmail.com","PINHÃO","PR"
"famela.roderlei724680@gmail.com","BLUMENAU","SC"
"dalzirene.patrikc174718@gmail.com","ALMIRANTE TAMANDARÉ","PR"
"ocirema.kalbi787210@gmail.com","TRÊS BARRAS","SC"
"lenine.duarte282820@gmail.com","ILHOTA","SC"
"jeneilson.lauricio243602@gmail.com","CAMPO BELO DO SUL","SC"
"iuli.herinaldo617032@gmail.com","CAXIAS DO SUL","RS"
"thuan.lauricio699178@gmail.com","BETIM","MG"
"damares.duarte619576@gmail.com","SOMBRIO","SC"
"nisael.vadeci173464@gmail.com","CURITIBA","PR"
"dalfran.francilu690392@gmail.com","PONTA GROSSA","PR"
"jaidelson.areci077584@gmail.com","SANTA CECÍLIA","SC"
"darleno.shenia758930@gmail.com","BELO HORIZONTE","MG"
"alaim.jucela342696@gmail.com","BETIM","MG"
"ana.duarte021980@gmail.com","CAÇADOR","SC"
"taniele.rafani318204@gmail.com","RIBEIRÃO DAS NEVES","MG"
"numeriano.duarte453974@gmail.com","SÃO SEBASTIÃO DO PARAÍSO","MG"
"sheylla.lauricio468064@gmail.com","BELO HORIZONTE","MG"
"leivani.duarte951468@gmail.com","TURVO","PR"
"netor.jeovanio980394@gmail.com","RIO DE JANEIRO","RJ"
"odenil.estener131246@gmail.com","CALDAS","MG"
"elizom.duarte626776@gmail.com","LAGES","SC"
"amaly.adeildo095984@gmail.com","LAGOA SANTA","MG"
"cleudis.wasti907112@gmail.com","FRAIBURGO","SC"
"shi.uzi174824@gmail.com","NOVA IGUAÇU","RJ"
"clobson.lauricio228596@gmail.com","SALTO DO JACUÍ","RS"
"lionira.rodilfo223370@gmail.com","GOIÂNIA","GO"
"izabelina.lauricio633856@gmail.com","BETIM","MG"
"jamersom.urbana465130@gmail.com","UMUARAMA","PR"
"izaiana.kaicy914228@gmail.com","CANOINHAS","SC"
"chrystiane.areci110394@gmail.com","SABÁUDIA","PR"
"dalirio.deusidete016490@gmail.com","LAGES","SC"
"laydson.lauricio920790@gmail.com","CONTAGEM","MG"
"dealmo.lauricio532122@gmail.com","INHAÚMA","MG"
"dalzirene.willio565866@gmail.com","CANOAS","RS"
"jaciva.estener691550@gmail.com","SANTA LUZIA","MG"
"ivaney.urbana309474@gmail.com","VÁRZEA GRANDE","MT"
"aldice.deusomar541000@gmail.com","JUIZ DE FORA","MG"
"nobuhiro.duarte769792@gmail.com","BELO HORIZONTE","MG"
"tranquilo.duarte547934@gmail.com","LAGES","SC"
"lionice.areci561546@gmail.com","LAGES","SC"
"felissa.luzidete225174@gmail.com","CORONEL MURTA","MG"
"sheylla.beneildo062426@gmail.com","NOVA IGUAÇU","RJ"
"tayenne.wansley880020@gmail.com","NAVEGANTES","SC"
"mecilene.patrikc850038@gmail.com","BRASÍLIA","DF"
"sino.duarte776862@gmail.com","MATEUS LEME","MG"
"alvino.lauricio862520@gmail.com","FLORESTA AZUL","BA"
"lindecir.sharom187932@gmail.com","CONTAGEM","MG"
"izaiana.duarte868764@gmail.com","BLUMENAU","SC"
"tiffanny.adeildo320240@gmail.com","FORMIGA","MG"
"elizom.duarte378866@gmail.com","SANTA CECÍLIA","SC"
"irismeire.lauricio018248@gmail.com","GRAVATAÍ","RS"
"neilde.francilu241414@gmail.com","CAMBORIÚ","SC"
"orsulina.francilu077044@gmail.com","VILA VELHA","ES"
"isailda.duarte544468@gmail.com","SÃO GONÇALO","RJ"
"tanubia.venusia214218@gmail.com","PORTO ALEGRE","RS"
"aldmar.ranes906884@gmail.com","GLORINHA","RS"
"ocineide.duarte113024@gmail.com","SANTA LUZIA","MG"
"laurisia.deusenita679230@gmail.com","BETIM","MG"
"fellipy.urbana088914@gmail.com","MONTE CARLO","SC"
"dalzirene.lauricio252532@gmail.com","GUAIBA","RS"
"deangelis.nescy032040@gmail.com","ELDORADO DO SUL","RS"
"oderte.dhiemeson562988@gmail.com","PARANAGUÁ","PR"
"myke.lauricio153272@gmail.com","SÃO JOÃO DE MERITI","RJ"
"adneusa.deusomar435742@gmail.com","ILHOTA","SC"
"francineuma.darciane507142@gmail.com","IBIRITÉ","MG"
"krisma.willien487552@gmail.com","CACHOEIRINHA","RS"
"elizath.duarte332834@gmail.com","SÃO GONÇALO","RJ"
"cedson.duarte585814@gmail.com","BELO HORIZONTE","MG"
